line,variable
"org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateOptimizer#optimize(int,org.apache.commons.math3.analysis.MultivariateFunction,org.apache.commons.math3.optimization.GoalType,org.apache.commons.math3.optimization.OptimizationData[]):145",goalType;f;optData;maxEval;optimizeInternal
"org.apache.commons.math3.util$FastMath#pow(double,double):1478",Double
org.apache.commons.math3.filter$KalmanFilter#getErrorCovarianceMatrix():266,errorCovariance;copy
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2089",ZERO;tempb
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#hashCode():315,posInf
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#hashCode():317,nan
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#hashCode():316,negInf
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#hashCode():319,hash
org.apache.commons.math3.linear$SchurTransformer#transform():192,i;n
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#rankTransform(org.apache.commons.math3.linear.RealMatrix):222,transformed
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#toString():320,i;coefficients
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#toString():321,s;length
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):362",res
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#toString():322,i;coefficients
org.apache.commons.math3.genetics$ListPopulation#setChromosomes(java.util.List):102,size;chromosomes;populationLimit
"org.apache.commons.math3.util$FastMath#pow(double,double):1462",yi;y
"org.apache.commons.math3.util$FastMath#pow(double,double):1463",Double
org.apache.commons.math3.util$FastMath#acos(double):2794,x
org.apache.commons.math3.util$FastMath#acos(double):2795,Math
"org.apache.commons.math3.util$FastMath#pow(double,double):1466",yi;y
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#rankTransform(org.apache.commons.math3.linear.RealMatrix):218,getColumnDimension;i;transformed
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#rankTransform(org.apache.commons.math3.linear.RealMatrix):214,transformed
org.apache.commons.math3.util$FastMath#acos(double):2790,x
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#toString():311,coefficients
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#toString():312,coefficients
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):466",i;n
org.apache.commons.math3.util$TransformerMap#containsClass(java.lang.Class):63,containsKey;map;key
org.apache.commons.math3.analysis.differentiation$DerivativeStructure#cbrt():614,rootN
"org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateOptimizer#optimize(int,org.apache.commons.math3.analysis.MultivariateFunction,org.apache.commons.math3.optimization.GoalType,double[]):123",goalType;f;startPoint;maxEval;optimizeInternal
org.apache.commons.math3.genetics$ListPopulation#getFittestChromosome():164,chromosome
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():405,fitfun;i;getColumn;arxk;checkFeasableCount;isFeasible
org.apache.commons.math3.linear$BlockRealMatrix#getData():610,jBlock;blockColumns
org.apache.commons.math3.genetics$ListPopulation#getFittestChromosome():165,bestChromosome;chromosome;compareTo
org.apache.commons.math3.analysis.differentiation$DerivativeStructure#rootN(int):623,result
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):459",npt;getEvaluations
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateOptimizer#computeObjectiveValue(double[]):110,function;value;point
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():201,i;n
org.apache.commons.math3.linear$BlockRealMatrix#getData():601,iBlock;blockRows
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():200,goal;GoalType
org.apache.commons.math3.linear$SchurTransformer#transform():144,iu
org.apache.commons.math3.linear$BlockRealMatrix#getData():606,p;pEnd
org.apache.commons.math3.genetics$ListPopulation#addChromosome(org.apache.commons.math3.genetics.Chromosome):150,size;chromosomes;populationLimit
org.apache.commons.math3.util$TransformerMap#containsTransformer(org.apache.commons.math3.util.NumberTransformer):72,value;map;containsValue
org.apache.commons.math3.linear$EigenDecomposition#transformToSchur(org.apache.commons.math3.linear.RealMatrix):751,schurTransform
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):460",npt;k
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):462",j;n
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):445",state
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):448",trustRegionCenterInterpolationPointIndex;kbase
org.apache.commons.math3.analysis.differentiation$DerivativeStructure$1#getZero():632,getFreeParameters;getOrder;compiler
org.apache.commons.math3.analysis.differentiation$DerivativeStructure$1#getOne():637,getFreeParameters;getOrder;compiler
org.apache.commons.math3.linear$ArrayFieldVector#dotProduct(org.apache.commons.math3.linear.FieldVector):691,v;dotProduct
org.apache.commons.math3.linear$ArrayFieldVector#dotProduct(org.apache.commons.math3.linear.FieldVector):695,data;i
org.apache.commons.math3.linear$ArrayFieldVector#dotProduct(org.apache.commons.math3.linear.FieldVector):698,dot
org.apache.commons.math3.linear$BlockRealMatrix#getNorm():636,i;iHeight
org.apache.commons.math3.linear$BlockRealMatrix#getNorm():634,jWidth;j
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():210,i;n
org.apache.commons.math3.linear$SchurTransformer#transform():155,il;iu
org.apache.commons.math3.fraction$BigFraction#divide(java.math.BigInteger):614,bg
org.apache.commons.math3.analysis.integration$IterativeLegendreGaussIntegrator#stage(int):181,sum
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():215,ConjugateGradientFormula;updateFormula
org.apache.commons.math3.linear$SchurTransformer#transform():150,il;iu
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):450",j;n
org.apache.commons.math3.linear$BlockRealMatrix#getNorm():631,iBlock;blockRows
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):452",i;j
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):451",i;j
org.apache.commons.math3.genetics$ListPopulation#getChromosomeList():139,chromosomes
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():219,r;i
org.apache.commons.math3.linear$ArrayFieldVector#getDataRef():684,data
"org.apache.commons.math3.stat.inference$TTest#pairedT(double[],double[]):88",sample1;t;varianceDifference;StatUtils;meanDifference;sample2
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():227,iter;n;beta
org.apache.commons.math3.linear$BlockRealMatrix#getNorm():628,jBlock;blockColumns
org.apache.commons.math3.linear$EigenDecomposition#transformToSchur(org.apache.commons.math3.linear.RealMatrix):737,realEigenvalues;Precision;matT;equals;i;EPSILON
org.apache.commons.math3.analysis.integration$IterativeLegendreGaussIntegrator#stage(int):173,i;n
org.apache.commons.math3.linear$EigenDecomposition#transformToSchur(org.apache.commons.math3.linear.RealMatrix):736,realEigenvalues;i
org.apache.commons.math3.linear$SchurTransformer#transform():164,p
org.apache.commons.math3.linear$SchurTransformer#transform():162,q
org.apache.commons.math3.genetics$ListPopulation#getChromosomes():130,unmodifiableList;chromosomes;Collections
org.apache.commons.math3.linear$BlockRealMatrix#getData():620,data
org.apache.commons.math3.linear$ArrayFieldVector#ebeDivide(org.apache.commons.math3.linear.ArrayFieldVector):670,field;out
"org.apache.commons.math3.analysis.differentiation$DerivativeStructure#pow(double,org.apache.commons.math3.analysis.differentiation.DerivativeStructure):657",result
org.apache.commons.math3.optim.linear$LinearOptimizer#parseOptimizationData(org.apache.commons.math3.optim.OptimizationData[]):117,data
org.apache.commons.math3.optim.linear$LinearOptimizer#parseOptimizationData(org.apache.commons.math3.optim.OptimizationData[]):118,data
org.apache.commons.math3.linear$ArrayFieldVector#getData():675,data;clone
org.apache.commons.math3.linear$BlockRealMatrix#getFrobeniusNorm():658,sum2;sqrt;FastMath
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#doOptimize():233,i;n
org.apache.commons.math3.optim.linear$LinearOptimizer#parseOptimizationData(org.apache.commons.math3.optim.OptimizationData[]):122,data
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():449,bestFitness;stopFitness;isMinimize
org.apache.commons.math3.linear$BlockRealMatrix#getFrobeniusNorm():654,entry
org.apache.commons.math3.linear$BlockRealMatrix#getFrobeniusNorm():653,blockIndex;blocks
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectorsFromSchur(org.apache.commons.math3.linear.SchurTransformer):784,j;n
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectorsFromSchur(org.apache.commons.math3.linear.SchurTransformer):783,i;n
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():440,isMinimize
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():442,converged;getConvergenceChecker;lastResult;optimum;iterations
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#bobyqb(double[],double[]):411",i;n
org.apache.commons.math3.analysis.differentiation$DerivativeStructure#pow(double):666,result
org.apache.commons.math3.optim.linear$LinearOptimizer#parseOptimizationData(org.apache.commons.math3.optim.OptimizationData[]):126,data
org.apache.commons.math3.linear$ArrayFieldVector#ebeDivide(org.apache.commons.math3.linear.ArrayFieldVector):663,data;i
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2032",nact;n
org.apache.commons.math3.linear$BlockRealMatrix#getNorm():646,maxColSum
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2038",i;n
org.apache.commons.math3.genetics$ListPopulation#setPopulationLimit(int):192,size;chromosomes;populationLimit
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2039",ZERO;xbdi;i;getEntry
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():437,bestFitness;bestValue
"org.apache.commons.math3.stat.correlation$StorelessCovariance#indexOf(int,int):99",i;j
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectorsFromSchur(org.apache.commons.math3.linear.SchurTransformer):790,Precision;equals;norm;EPSILON
org.apache.commons.math3.linear$BlockRealMatrix#getNorm():642,jWidth;j
org.apache.commons.math3.util$ResizableDoubleArray#getArrayRef():897,internalArray
org.apache.commons.math3.analysis.differentiation$DerivativeStructure#pow(int):675,result
org.apache.commons.math3.linear$SchurTransformer#getPT():106,cachedPt
"org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#findUpperBound(org.apache.commons.math3.analysis.UnivariateFunction,double,double):256",yA;yB
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2001",ZERO;delsq
"org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#findUpperBound(org.apache.commons.math3.analysis.UnivariateFunction,double,double):257",b
"org.apache.commons.math3.linear$EigenDecomposition#cdiv(double,double,double,double):765",yi;xi;yr;divide;xr
org.apache.commons.math3.linear$ArrayFieldVector#ebeDivide(org.apache.commons.math3.linear.FieldVector):647,field;out
org.apache.commons.math3.linear$SchurTransformer#getPT():111,cachedPt
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#computeLSB(long):395,scale
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():428,diagonalOnly
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#computeLSB(long):396,ll;mask
"org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer#findUpperBound(org.apache.commons.math3.analysis.UnivariateFunction,double,double):253",step;Double
org.apache.commons.math3.genetics$ListPopulation#setPopulationLimit(int):189,populationLimit
org.apache.commons.math3.stat.correlation$StorelessCovariance#initializeMatrix(boolean):83,j;dimension
org.apache.commons.math3.stat.correlation$StorelessCovariance#initializeMatrix(boolean):82,i;dimension
org.apache.commons.math3.analysis.differentiation$DerivativeStructure#pow(org.apache.commons.math3.analysis.differentiation.DerivativeStructure):688,result
org.apache.commons.math3.linear$ArrayFieldVector#ebeDivide(org.apache.commons.math3.linear.FieldVector):640,data;i
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2010",stplen;blen
org.apache.commons.math3.linear$SchurTransformer#getT():125,cachedT
"org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer$IdentityPreconditioner#precondition(double[],double[]):268",r;clone
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2011",iterc;itermax
org.apache.commons.math3.linear$ArrayFieldVector#ebeDivide(org.apache.commons.math3.linear.FieldVector):636,ebeDivide;v
